2 BIEG ANNA NOWAK
CZAS	aX	aY	aZ	1590	0	0	0	
1592	0	0	0	
1595	0	0	0	
1597	13928	6948	552	
1600	15164	6668	1324	
1603	16364	6220	1556	
1605	17532	6068	1780	
1608	19208	6948	2196	
1611	21036	7848	2944	
1614	22052	8728	2788	
1617	23384	10312	3204	
1619	24296	11628	4336	
1623	24528	12588	5552	
1626	24976	13856	6620	
1629	25720	15444	7380	
1632	26680	16764	8632	
1635	27564	18476	8396	
1637	29028	20724	9964	
1640	29856	21220	11016	
1643	31936	22192	11888	
1646	32767	22728	12448	
1649	32767	23200	12624	
1738	13284	14076	10912	
1741	11648	13484	10104	
1744	10080	12780	9692	
1747	8588	12368	9728	
1750	7508	12116	9984	
1753	5896	11588	10292	
1756	4544	11088	9960	
1759	3464	10772	10020	
1762	2184	10528	9652	
1764	1772	10044	9168	
1767	796	9324	8212	
1770	700	9216	7532	
1773	60	8312	6176	
1775	-216	7624	4332	
1778	-264	6640	2456	
1781	-448	5784	672	
1784	-148	4964	-236	
1786	-180	3912	-1800	
1789	-140	3136	-3516	
1793	-308	2312	-4828	
1796	-580	1752	-6196	
1798	-792	1096	-7596	
1801	-1512	508	-7908	
1807	-3952	472	-10412	
1810	-4812	440	-10576	
1813	-4864	592	-10424	
1816	-5404	-2460	-8672	
1819	-5496	-3988	-9032	
1822	-5504	-3892	-9476	
1824	-6616	-5016	-9572	
1827	-7888	-7432	-8152	
1830	-8540	-8344	-8048	
1833	-8888	-8964	-7676	
1837	-9492	-9552	-6964	
1840	-9904	-10168	-6856	
1843	-10492	-11536	-6200	
1846	-9456	-12908	-2732	
1848	-7524	-13156	-412	
1851	-5368	-11656	-156	
1854	-1492	-9496	412	
1857	-836	-7528	-848	
1860	-1576	-5652	-1340	
1863	-1744	-4516	-1492	
1865	-1320	-3996	-508	
1868	-864	-4284	1400	
1874	-292	-3844	2772	
1878	564	-3384	2724	
1881	1352	-4020	2764	
1884	2116	-4388	2592	
1887	2620	-4092	1552	
1889	4108	-4144	740	
1892	4892	-3788	52	
1895	6228	-4172	-352	
1898	7780	-3708	-276	
1900	9032	-2992	-820	
1903	10016	-2372	-724	
1906	10592	-1628	-544	
1909	10908	-1124	-376	
1912	11184	-460	-608	
1914	11420	964	-600	
1917	11284	2408	-844	
1921	12008	3708	-704	
1924	12296	4900	-872	
1926	12624	5884	-804	
1929	12628	6696	-816	
1932	12608	7632	120	
1935	12676	8748	1240	
1938	12540	9288	3036	
1944	11888	9764	8788	
1947	13084	12396	8268	
1949	14116	13548	6960	
1952	15696	10684	12176	
1955	16996	7684	19592	
1958	16988	8360	19568	
1961	16816	8868	17724	
1965	16792	9576	15056	
1967	17508	10692	13836	
1970	18716	12076	14412	
1973	20348	15268	14736	
1976	20520	19612	12896	
1979	20664	23076	10824	
1982	20532	25840	6832	
1984	20608	28104	6908	
1987	22400	29780	9040	
1990	24764	31276	9644	
1993	24600	29800	10264	
1996	28232	31892	11128	
1999	24720	28100	12380	
2001	22536	26520	13292	
2004	21572	25656	15308	
2012	22964	26388	19148	
2015	24376	26456	18164	
2017	25072	28236	16260	
2020	26360	29196	16960	
2023	26672	29984	16276	
2026	26944	30332	14372	
2029	26880	30148	13280	
2032	26448	29540	12164	
2035	25700	28912	10988	
2037	25584	28684	10344	
2040	25408	28728	9472	
2043	25400	28820	9232	
2046	25000	28492	9644	
2050	24684	28036	10712	
2053	24000	27580	12220	
2055	22596	26612	14276	
2058	20728	25468	16152	
2061	18876	23736	17640	
2064	17496	21780	18460	
2067	17148	20272	19000	
2070	17188	18504	19712	
2073	17796	17264	20260	
2079	19536	15012	20308	
2082	20520	14180	19108	
