1 UPADEK JAN KOWALSKI
CZAS	aX	aY	aZ	1472	0	0	0	
1475	0	0	0	
1477	0	0	0	
1479	10724	-3848	12700	
1482	10536	-4024	12500	
1485	10220	-4328	12456	
1488	10028	-4556	12204	
1491	9724	-4640	12060	
1495	9608	-4640	11872	
1498	9504	-4480	11496	
1500	9528	-4252	11240	
1503	9656	-3988	10976	
1506	9712	-3768	10876	
1509	9920	-3556	10664	
1512	10012	-3376	10488	
1515	10132	-3080	10736	
1517	10360	-2824	10620	
1520	10648	-2352	10568	
1523	10908	-2152	10760	
1526	11328	-1800	10836	
1529	11620	-1368	10916	
1604	10600	-3752	12152	
1607	10564	-4016	12128	
1610	10552	-3956	11992	
1613	10684	-3956	12000	
1615	10844	-3760	11820	
1618	10752	-3728	11676	
1622	10948	-3376	11516	
1625	10952	-3292	11384	
1628	11036	-3044	11412	
1631	11296	-2436	11336	
1634	11556	-2020	11216	
1637	11884	-1736	11016	
1639	12244	-1492	10924	
1642	12504	-1240	11104	
1645	12524	-1084	10916	
1648	12548	-896	10904	
1651	12308	-828	10944	
1654	12200	-916	10728	
1656	11984	-1032	10744	
1659	12052	-1260	10696	
1662	11932	-1448	10748	
1666	11712	-1536	10760	
1672	11304	-2148	10888	
1675	10904	-2316	11056	
1678	10564	-2780	11080	
1681	10408	-3076	11372	
1684	10016	-3452	11624	
1687	9888	-3636	11896	
1689	9620	-4156	11972	
1692	9176	-4468	12080	
1695	8748	-4756	12272	
1698	8268	-5236	12328	
1701	7996	-5592	12452	
1703	7716	-5848	12528	
1707	7500	-6120	12376	
1710	7392	-6272	12208	
1713	7320	-6196	12128	
1716	7068	-6088	11992	
1719	7096	-5880	11712	
1721	7192	-5764	11576	
1724	7364	-5536	11412	
1727	7692	-5056	11436	
1730	7972	-4700	11340	
1733	8268	-4108	11372	
1739	8988	-3096	11196	
1742	9256	-2584	10988	
1745	9668	-2200	10948	
1747	9888	-1796	10820	
1751	10412	-1296	10712	
1754	10528	-880	10240	
1757	10672	-552	10060	
1760	10680	-252	9740	
1763	10648	92	9284	
1765	10768	388	8928	
1768	10840	616	8596	
1771	10888	668	8436	
1773	10964	744	8288	
1776	10984	628	8284	
1779	10904	568	8432	
1782	10876	484	8348	
1784	10712	272	8360	
1787	10468	116	8300	
1790	10192	-108	8488	
1794	9780	-444	8704	
1796	9684	-860	8836	
1799	9260	-1116	8916	
1802	8892	-1420	8896	
1808	8260	-1940	9292	
1811	7848	-2228	9120	
1814	7384	-2492	9304	
1816	6968	-2764	9304	
1819	6428	-3112	9364	
1822	6232	-3488	9556	
1825	5868	-3976	9404	
1828	5300	-4248	9348	
1830	4756	-4464	9340	
1833	4152	-4572	9788	
1837	3720	-4424	10296	
1840	3504	-4272	9644	
1843	3632	-4260	8984	
1845	3852	-4608	7760	
1848	3656	-4640	6948	
1851	3416	-4500	6408	
1854	2952	-4560	6120	
1856	2736	-4388	5764	
1859	2448	-4252	5452	
1862	1812	-3984	5068	
1865	1852	-3684	4808	
1868	1984	-3480	4220	
1870	2136	-3168	3556	
1878	2272	-2428	2528	
1880	2520	-1952	2044	
1883	2528	-1420	1852	
1886	2720	-964	1600	
1889	2972	-620	1592	
1891	2900	-400	1512	
1894	3064	-12	1556	
1897	3324	336	1348	
1900	3640	672	1248	
1902	3640	708	1280	
1905	3736	1016	1376	
1908	3996	1028	1676	
1911	3768	1008	1900	
1913	3596	932	2224	
1916	3720	848	2568	
1920	3392	616	2916	
1922	3176	604	3052	
1925	2828	200	3240	
1928	2620	-176	3628	
1931	2372	-552	3812	
1933	2336	-1268	4472	
1936	2404	-1828	4772	
1939	2200	-2200	5048	
1942	2180	-2640	5344	
1944	2040	-2964	5540	
1951	1564	-3208	5572	
1953	1340	-3232	5532	
1956	1156	-3232	5552	
1959	932	-3168	5452	
1963	1032	-3360	5780	
1966	1152	-3388	6016	
1968	1372	-3536	6060	
1971	1540	-3404	5836	
1974	1608	-3048	5728	
1977	1652	-2764	5364	
1979	1676	-2420	4908	
1982	1664	-1976	4428	
1985	1672	-1508	4028	
1988	1756	-1132	3644	
1991	2088	-784	2720	
1993	2516	-532	2152	
1996	2600	-400	1972	
1999	2756	-680	1740	
2002	2792	-800	1944	
2004	2592	-1032	1880	
2008	2404	-1496	2244	
2011	2164	-1844	2276	
2014	2068	-2104	2520	
2020	2068	-2736	3032	
2023	1972	-2740	3100	
2025	1980	-2768	3168	
2028	1876	-2792	3020	
2031	1844	-2700	2876	
2034	1736	-2296	2624	
2037	1780	-2020	2488	
2039	1788	-1648	2404	
2042	1660	-1404	2480	
2045	1612	-1416	2456	
2049	1540	-1448	2612	
2051	1448	-1592	2796	
2054	1628	-1904	3196	
2057	1672	-2024	3440	
2060	1764	-2064	3876	
2063	2044	-2228	4196	
2065	2124	-2232	4292	
2068	2140	-2452	4544	
2071	2008	-2604	4652	
2074	1808	-2644	4780	
2076	1404	-2924	5204	
2079	1172	-3472	5412	
2082	896	-3644	5536	
2085	600	-4328	5888	
2092	-344	-5376	6376	
2095	-604	-5740	6560	
2098	-996	-5884	6456	
2100	-1096	-6168	6288	
2103	-1388	-6336	6520	
2106	-1416	-6416	6680	
2109	-1368	-6788	6716	
2112	-1308	-6616	6584	
2114	-1076	-6664	6840	
2117	-884	-6532	6808	
2120	-468	-6232	6840	
2123	180	-5840	6792	
2126	900	-5212	7128	
2128	1816	-4876	7644	
2131	2808	-4032	8512	
2135	3932	-3348	9228	
2138	4736	-2940	9652	
2140	5516	-1904	10124	
2143	6648	-972	10644	
2146	7656	-276	11056	
2149	8772	664	11624	
2152	9768	1540	12048	
2154	10724	2404	12096	
2161	12388	4960	12068	
2164	13116	5952	12116	
2166	13640	6724	12668	
2169	13852	7176	13204	
2172	13948	7468	13596	
2176	13552	7684	14116	
2179	13316	7808	14704	
2181	12868	7304	15232	
2184	11920	6572	15828	
2187	10768	5720	16244	
2190	9080	4568	16628	
2193	7316	3084	16872	
2195	5488	1788	17000	
2198	4476	764	17128	
2201	3216	-1324	17664	
2204	3000	-4592	18212	
2207	2864	-7600	19060	
2210	2740	-10216	19608	
2212	3048	-13068	20240	
2215	3868	-15684	20308	
2219	4712	-18396	19688	
2222	5680	-19532	17836	
2228	8356	-17584	9428	
2231	11100	-16768	8272	
2234	14204	-17704	12136	
2237	18068	-18196	16264	
2240	21476	-15044	19388	
2243	23748	-11188	20960	
2246	23536	-7344	22512	
2248	25712	-3208	23656	
2251	28624	-184	24656	
2254	29732	1084	25516	
2257	30448	2164	25872	
2260	32767	3404	24704	
2264	32767	12024	26648	
2266	32767	9984	21500	
2269	32767	10536	30316	
2272	32624	6768	27700	
2275	30900	5708	30780	
2278	28312	4280	29500	
2281	26508	2480	30132	
2283	24680	372	29464	
2286	22588	-1828	29076	
2289	21252	-3560	29188	
2295	17032	-10896	31712	
2298	15140	-14092	32767	
2301	13284	-16972	32767	
2305	11804	-19388	32767	
2308	10640	-21476	32767	
2311	9352	-21892	32767	
