2 UPADEK ANNA NOWAK
CZAS	aX	aY	aZ	1574	0	0	0	
1576	0	0	0	
1579	0	0	0	
1582	5040	-3684	-6588	
1585	3404	-3740	-8812	
1588	2176	-3816	-9924	
1590	856	-5880	-10048	
1593	-1136	-8936	-10472	
1596	-2656	-7996	-9652	
1599	-3184	-4956	-7012	
1602	-4164	-2788	-4596	
1605	-4820	-1880	-2024	
1608	-5160	-1900	-740	
1610	-4684	-2672	16	
1613	-4388	-2708	168	
1616	-4260	-1912	480	
1619	-4008	-1108	944	
1622	-3908	-1216	1384	
1625	-3440	-1620	1864	
1628	-2872	-2096	2596	
1631	-2032	-1768	3292	
1634	-1124	-1052	3208	
1709	-4	2248	6456	
1711	44	2328	3636	
1714	-976	1364	2668	
1717	-1908	452	3808	
1719	-2272	-1020	5628	
1722	-2876	-2600	7508	
1725	-3104	-3228	8080	
1728	-2868	-3896	7160	
1731	-2668	-4608	4716	
1734	-1868	-4860	3040	
1736	-36	-4696	2296	
1739	1320	-4212	1524	
1742	3560	-3560	904	
1745	5156	-3132	1020	
1747	5944	-5176	7364	
1751	7020	-6572	17020	
1754	9848	-6384	10996	
1757	14196	-2820	9720	
1760	16168	-380	6512	
1762	16508	4432	6364	
1765	15048	2352	12876	
1768	12232	-3376	18148	
1771	13336	-5888	14324	
1777	23388	-3656	7116	
1780	22176	-5740	6336	
1783	16868	-10488	7828	
1786	14628	-13844	11972	
1789	14720	-13192	15692	
1793	16968	-9708	15276	
1795	19688	-5756	13800	
1798	20240	-3036	11652	
1801	20872	-976	9940	
1804	20892	812	10336	
1807	20820	1444	11036	
1809	20316	728	10924	
1812	21100	92	10436	
1815	21920	-1212	11740	
1818	21516	-3572	14560	
1821	20176	-6708	17308	
1824	20760	-6160	19316	
1826	22888	-1976	17000	
1829	22624	200	16652	
1832	20884	568	14308	
1836	20308	1396	14124	
1839	19216	2196	15440	
1845	17988	2156	22276	
1848	18240	2100	23364	
1851	18536	2992	23740	
1853	18424	3384	22880	
1856	18096	4744	21140	
1859	16820	5472	18484	
1862	15776	5984	17704	
1865	14640	5868	17496	
1868	13796	5104	18320	
1870	13184	3996	19160	
1873	12916	3492	20900	
1876	12532	3804	21332	
1880	12264	3976	21020	
1883	11804	4220	19860	
1885	11708	5176	19068	
1888	11692	5640	18468	
1891	12664	5104	18736	
1894	13820	4744	19672	
1897	14900	4016	21472	
1900	16024	3316	23200	
1902	17048	2428	22628	
1905	17536	2348	22488	
1911	16940	2652	21504	
1914	16284	3496	21772	
1917	14992	4052	22868	
1921	13208	4308	23272	
1924	12708	4928	23324	
1927	11336	4920	23384	
1929	10456	5768	23828	
1932	8876	5144	23920	
1935	8248	5584	23628	
1938	7792	6060	22496	
1941	6300	5488	21700	
1943	5792	5548	19500	
1946	5072	5060	17952	
1949	4668	4836	15560	
1952	4712	4764	14124	
1954	3656	2988	13956	
1957	2704	2472	15280	
1960	1944	3664	19804	
1964	4348	6940	23628	
1967	6080	8592	25584	
1969	7776	8176	27572	
1972	9036	5712	28000	
1975	8472	492	27420	
1981	-308	-10400	21112	
1984	2640	-7280	14840	
1987	156	-3376	10744	
1990	-8548	2080	13792	
1992	-18320	6576	25500	
1995	-32768	-2756	19348	
1998	-21136	13564	30772	
2001	-19956	17904	24568	
2004	-8640	20376	27268	
2008	-2820	21164	26728	
2011	-316	21824	27792	
2014	604	22272	29196	
2016	2292	23444	32767	
2019	152	27056	32767	
2022	1252	28024	32767	
2025	-664	31984	32767	
2028	2716	32767	32767	
2030	11800	32767	32767	
2033	1200	31596	32767	
2036	-684	32767	32767	
2039	-1352	32767	32767	
2042	-1576	31164	32767	
2049	-3612	26584	32767	
2052	-4544	23736	32767	
2055	-4980	19308	32767	
2058	-4196	15076	32767	
2060	-3172	11468	32767	
2063	-4196	7048	32767	
2066	-6024	5628	30888	
2069	-4300	5520	29936	
2072	-3064	3424	26628	
2075	-2800	3104	25464	
2077	-2188	1292	23088	
2080	-1616	132	21768	
2083	-1336	-764	20564	
2086	-1456	-1256	19740	
2089	-1364	-1176	19236	
2093	-2648	4	19912	
2095	-3724	1040	20248	
2098	-5160	3128	20120	
2101	-6304	5132	21048	
2104	-6236	7020	21996	
2107	-8612	10108	23240	
2109	-9232	11164	23200	
